"run_id","transport_mode","workload_source","workload_descriptor","profile","expected_messages","payload_bytes","concurrency","target_messages_per_second","transformer_work_iterations","sink_process_delay_ms","max_retry_attempts","retry_backoff_ms","failure_action","failure_target","failure_after_seconds","producer_retry_attempts","producer_stream_reconnects","producer_recovery_events","producer_avg_recovery_ms","producer_max_recovery_ms","unary_acknowledged_requests","throughput_messages_per_second","throughput_megabytes_per_second","duration_seconds","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms","mean_inter_arrival_ms","p95_inter_arrival_ms","inter_arrival_jitter_ms","messages_received","bytes_received","duplicates","ordering_violations","completion_ratio","lost_messages","duplicate_ratio","estimated_failure_at_unix_nano","time_to_first_post_failure_message_ms","e2e_recovery_ms","sustained_target_recovered","backlog_drain_ms","recovery_window_p95_latency_ms","throughput_debt_messages","post_failure_duplicates","post_failure_duplicate_ratio","producer_cpu_avg_pct","producer_cpu_peak_pct","producer_memory_avg_mib","producer_memory_peak_mib","producer_samples","transformer_cpu_avg_pct","transformer_cpu_peak_pct","transformer_memory_avg_mib","transformer_memory_peak_mib","transformer_samples","sink_cpu_avg_pct","sink_cpu_peak_pct","sink_memory_avg_mib","sink_memory_peak_mib","sink_samples","rabbitmq_cpu_avg_pct","rabbitmq_cpu_peak_pct","rabbitmq_memory_avg_mib","rabbitmq_memory_peak_mib","rabbitmq_samples","nats_cpu_avg_pct","nats_cpu_peak_pct","nats_memory_avg_mib","nats_memory_peak_mib","nats_samples","kafka_cpu_avg_pct","kafka_cpu_peak_pct","kafka_memory_avg_mib","kafka_memory_peak_mib","kafka_samples","repeat_count"
"synthetic-clean-kafka-p256-c4","kafka","synthetic","synthetic","bulk","20000","256","4","0","0","0","0","500","","","0","0","0","0","0","0","0","256.372683629436","0.0625909872142179","78.011431315","86.021376","257.057078","386.464929","26837.512809","3.471977739737","11.532401","5.30964902181914","20000","5120000","0","0","1","0","0","","","","","","","","0","","12.2269230769231","15.8","7.03846153846154","8","26","12.609375","19.6","7.375","8","32","5.203125","7.9","6.28125","8","32","0.9625","1.2","421.09375","422","32","0.51875","0.7","53.25","54","32","64.159375","88.6","332.46875","367","32","1"
"synthetic-clean-kafka-p256-c8","kafka","synthetic","synthetic","bulk","20000","256","8","0","0","0","0","500","","","0","0","0","0","0","0","0","460.035562230275","0.112313369685126","43.47489986","88.606701","351.385504","442.721589","2984.036906","2.00766707630384","9.6333","5.53492732910372","20000","5120000","0","0","1","0","0","","","","","","","","0","","10.8153846153846","12","7","7","13","9.675","25","7.4","8","20","4.155","11.1","5.9","9","20","0.94","1.1","421.35","422","20","0.715","1","54","54","20","71.955","77.8","346.85","371","20","1"
"synthetic-clean-kafka-p4096-c1","kafka","synthetic","synthetic","bulk","20000","4096","1","0","0","0","0","500","","","0","0","0","0","0","0","0","76.4598553079372","0.29867130979663","261.575174573","564.608268","1518.047309","4012.68706","27992.441253","11.9800752244613","15.775922","2.62837105542133","20000","81920000","0","0","1","0","0","","","","","","","","0","","6.72551020408163","7.6","7","7","98","7.51142857142856","9.5","6.90476190476191","8","105","2.77619047619048","3.4","6.99047619047619","8","105","0.904761904761905","1.2","421.980952380952","423","105","0.459047619047619","0.7","54","54","105","23.6141414141414","46.3","432.111111111111","516","99","1"
"synthetic-clean-kafka-p4096-c16","kafka","synthetic","synthetic","bulk","20000","4096","16","0","0","0","0","500","","","0","0","0","0","0","0","0","511.498401431616","1.99804063059225","39.100806462","439.534623","1161.040721","3341.554399","27875.926762","1.78926829971499","8.638757","6.72019037061519","20000","81920000","0","0","1","0","0","","","","","","","","0","","12.6363636363636","14","8","8","11","9.73333333333333","16.5","10.6666666666667","13","18","4.33333333333333","7.8","6.33333333333333","9","18","1.03333333333333","1.1","422.333333333333","423","18","0.633333333333333","0.7","54","54","18","84.8","87.1","395","466","18","1"
"synthetic-clean-kafka-p4096-c4","kafka","synthetic","synthetic","bulk","20000","4096","4","0","0","0","0","500","","","0","0","0","0","0","0","0","270.598264975991","1.05702447256246","73.910303903","62.664056","216.625437","282.050033","26789.579878","3.40330346472322","11.084423","5.67751629092291","20000","81920000","0","0","1","0","0","","","","","","","","0","","12.136","13.1","7","7","25","12.95625","18.5","7.0625","8","32","5.1875","7.8","6.5","8","32","0.934375","1.2","421.78125","422","32","0.428125","0.7","54","54","32","61.346875","84.9","407.78125","517","32","1"
"synthetic-clean-kafka-p4096-c8","kafka","synthetic","synthetic","bulk","20000","4096","8","0","0","0","0","500","","","0","0","0","0","0","0","0","403.797972401076","1.5773358296917","49.529718738","49.770866","306.719179","550.119162","27139.335497","2.17082575728786","9.707223","5.54793866211984","20000","81920000","0","0","1","0","0","","","","","","","","0","","13.02","23.5","7.2","8","15","13.1666666666667","31","7.71428571428571","9","21","5.80952380952381","14.4","6.47619047619048","9","21","0.976190476190476","1.3","421.428571428571","422","21","0.419047619047619","0.5","54","54","21","81.3571428571429","96.3","422.761904761905","502","21","1"
"synthetic-clean-nats-p1024-c1","nats-jetstream","synthetic","synthetic","bulk","20000","1024","1","0","0","0","0","500","","","0","0","0","0","0","0","0","857.470462651447","0.837373498683054","23.9604812456667","6652.350737","11362.1486933333","11632.604489","19632.2570613333","1.05913634888411","2.92697766666667","3.14204738459694","20000","20480000","0","0","1","0","0","","","","","","","","0","","27.25","27.25","7","7","3","12.6709523809524","33.4","5.37142857142857","7","12","7.13761904761905","18.9","4.64761904761905","8.33333333333333","12","0.736666666666667","0.9","411.309523809524","411.666666666667","12","17.5785714285714","43.5666666666667","55.9761904761905","132","12","1.55809523809524","1.8","979.333333333333","979.333333333333","12","3"
"synthetic-clean-nats-p1024-c16","nats-jetstream","synthetic","synthetic","bulk","20000","1024","16","0","0","0","0","500","","","0","0","0","0","0","0","0","1415.31761453157","1.38214610794098","14.6729922893333","4489.876225","5337.51562766667","5442.14152533333","5540.834478","0.728421089637814","2.44667466666667","3.79507146709985","20000","20480000","0","0","1","0","0","","","","","","","","0","","19.55","19.55","7.5","7.5","1.66666666666667","5.69571428571429","19.9666666666667","12.968253968254","20.6666666666667","8.66666666666667","2.6652380952381","10.6","5.92857142857143","17.3333333333333","8.66666666666667","0.938095238095238","1.06666666666667","411.31746031746","412","8.66666666666667","10.3852380952381","35.8","50.5444444444444","169","8.66666666666667","1.95206349206349","2.3","978.904761904762","980.333333333333","8.66666666666667","3"
"synthetic-clean-nats-p1024-c4","nats-jetstream","synthetic","synthetic","bulk","20000","1024","4","0","0","0","0","500","","","0","0","0","0","0","0","0","1393.92076426341","1.36125074635098","15.6680022313333","5294.541293","6154.62903133333","6360.871729","6451.164287","0.781195644815575","2.38999433333333","3.66620519322846","20000","20480000","0","0","1","0","0","","","","","","","","0","","25.4","25.4","7","7","2.33333333333333","5.13151515151515","11.4333333333333","7.42424242424242","9.33333333333333","9.33333333333333","3.21090909090909","7.3","3.99393939393939","6.66666666666667","9.33333333333333","0.893333333333333","0.933333333333333","411.581818181818","412","9.33333333333333","9.05636363636363","20.4","42.8424242424242","94.3333333333333","9.33333333333333","2.04909090909091","2.3","980.666666666667","980.666666666667","9.33333333333333","3"
"synthetic-clean-nats-p1024-c8","nats-jetstream","synthetic","synthetic","bulk","20000","1024","8","0","0","0","0","500","","","0","0","0","0","0","0","0","1493.64929892793","1.45864189348431","14.0062172743333","4792.66961733333","5729.137319","5853.32116666667","5968.22229266667","0.695232454056039","2.096561","3.40723787391977","20000","20480000","0","0","1","0","0","","","","","","","","0","","20.5","20.5","7","7","2","5.43333333333333","12.1333333333333","9.33333333333333","12.3333333333333","9","3.08666666666667","7.06666666666667","4.66666666666667","8.66666666666667","9","0.886666666666667","0.966666666666667","410.8","411","9","9.50666666666667","22.0666666666667","43.4666666666667","100.666666666667","9","2.14","2.5","980.666666666667","980.666666666667","9","3"
"synthetic-clean-nats-p16384-c1","nats-jetstream","synthetic","synthetic","bulk","20000","16384","1","0","0","0","0","500","","","0","0","0","0","0","0","0","740.888395666885","11.5763811822951","28.2526239693333","7520.11495866667","11643.9022213333","11797.2306463333","19741.659356","1.26580448779105","2.864858","4.15194774665171","20000","327680000","0","0","1","0","0","","","","","","","","0","","28","30.0666666666667","7","7","6.33333333333333","15.0222222222222","31.2","5.2859477124183","7","13.6666666666667","8.46356209150328","17.3666666666667","4.56535947712418","7.33333333333333","13.6666666666667","0.800490196078431","1","403.686274509804","404.333333333333","13.6666666666667","21.5862745098039","43.9","253.874183006536","511","13.6666666666667","1.38872549019608","1.7","957.333333333333","957.333333333333","13.6666666666667","3"
"synthetic-clean-nats-p16384-c4","nats-jetstream","synthetic","synthetic","bulk","20000","16384","4","0","0","0","0","500","","","0","0","0","0","0","0","0","463.115414179495","7.23617834655461","46.214817999","6186.695745","33763.318087","33945.2691633333","34031.1455873333","1.48565684953979","2.244122","94.619678455235","20000","327680000","7807.66666666667","0","1","0","0.390383333333333","","","","","","","","0","","14.3222222222222","25.8666666666667","6.87037037037037","7","14.6666666666667","11.8672698412699","25.5333333333333","8.9318253968254","11","21","7.37772222222222","14.5333333333333","7.70928571428571","11.3333333333333","21","0.728380952380952","0.833333333333333","404.543333333333","405","21","10.2433333333333","18.9333333333333","271.914285714286","510.333333333333","14","1.482","1.96666666666667","956.809523809524","957","21","3"
"synthetic-clean-nats-p256-c1","nats-jetstream","synthetic","synthetic","bulk","20000","256","1","0","0","0","0","500","","","0","0","0","0","0","0","0","962.720310833053","0.235039138386976","21.049623487","5775.41659533333","8997.17564866667","9235.135088","9299.64642533333","1.00308040110338","2.70459466666667","3.0591743947788","20000","5120000","0","0","1","0","0","","","","","","","","0","","28.0666666666667","28.0666666666667","7","7","4.66666666666667","11.0495726495726","30.4333333333333","5.2991452991453","7","11.6666666666667","6.52962962962963","17.4666666666667","4.6980056980057","8.66666666666667","11.6666666666667","0.755840455840456","0.9","411.131054131054","411.666666666667","11.6666666666667","15.5179487179487","37.8333333333333","36.5612535612536","79.3333333333333","11.6666666666667","1.7022792022792","1.8","979","979","11.6666666666667","3"
"synthetic-clean-nats-p256-c16","nats-jetstream","synthetic","synthetic","bulk","20000","256","16","0","0","0","0","500","","","0","0","0","0","0","0","0","1570.19066502517","0.383347330328411","13.395546419","3791.32369633333","5439.14439066667","5546.67413566667","5663.87105033333","0.619395123922863","1.913695","3.67836436752151","20000","5120000","0","0","1","0","0","","","","","","","","0","","20.2","20.2","7","7","2","5.46296296296296","15.5333333333333","12.9629629629629","17.6666666666667","8.33333333333333","2.38518518518519","7.66666666666667","4.96296296296296","11.3333333333333","8.33333333333333","0.777777777777776","0.9","410.962962962963","411.333333333333","8.33333333333333","9.2074074074074","26.0333333333333","28.6666666666667","66.3333333333333","8.33333333333333","1.56296296296296","1.73333333333333","979","979","8.33333333333333","3"
"synthetic-clean-nats-p256-c4","nats-jetstream","synthetic","synthetic","bulk","20000","256","4","0","0","0","0","500","","","0","0","0","0","0","0","0","1573.61907420267","0.384184344287762","13.9119636306667","4102.22244133333","6163.96438833333","6268.064936","6329.44699866667","0.645513423721186","1.86731133333333","3.30891673786803","20000","5120000","0","0","1","0","0","","","","","","","","0","","23.85","23.85","7","7","2","6.34444444444444","14.1333333333333","6.61111111111111","8.33333333333333","8.33333333333333","3.98333333333333","9.03333333333333","4.05555555555556","7","8.33333333333333","0.838888888888889","0.9","410.777777777778","411","8.33333333333333","9.82222222222223","22.2","24.7777777777778","52.6666666666667","8.33333333333333","2.01666666666667","2.16666666666667","979","979","8.33333333333333","3"
"synthetic-clean-nats-p256-c8","nats-jetstream","synthetic","synthetic","bulk","20000","256","8","0","0","0","0","500","","","0","0","0","0","0","0","0","1473.99051618226","0.35986096586481","15.302549244","3796.12072","6907.27846433333","7124.675051","7288.17817466667","0.669095396136474","2.13522266666667","3.35188899703813","20000","5120000","0","0","1","0","0","","","","","","","","0","","20.45","20.45","7","7","2","5.93333333333333","16","8.33333333333333","11","8.33333333333333","3.26666666666667","9.46666666666667","4.33333333333333","9","8.33333333333333","0.922222222222223","1.03333333333333","411.666666666667","411.666666666667","8.33333333333333","9.42222222222223","26.4666666666667","22.3333333333333","54.3333333333333","8.33333333333333","2.33333333333333","3","979","979","8.33333333333333","3"
"synthetic-clean-nats-p4096-c1","nats-jetstream","synthetic","synthetic","bulk","20000","4096","1","0","0","0","0","500","","","0","0","0","0","0","0","0","786.405624199429","3.07189696952902","26.4112279603333","6792.4214","11091.525298","12146.2103396667","12220.1496233333","1.22511000776705","3.48162233333333","3.49925182672281","20000","81920000","0","0","1","0","0","","","","","","","","0","","26.4619047619047","29.8","7","7","5.66666666666667","12.8057142857143","37.5333333333333","5.37142857142857","7","12.6666666666667","7.43380952380953","21.4666666666667","4.74285714285714","8","12.6666666666667","0.943333333333333","1.1","411.042857142857","411.333333333333","12.6666666666667","18.0861904761905","46.4333333333333","125.680952380952","313.666666666667","12.6666666666667","1.93666666666667","2.16666666666667","980.333333333333","980.333333333333","12.6666666666667","3"
"synthetic-clean-nats-p4096-c16","nats-jetstream","synthetic","synthetic","bulk","20000","4096","16","0","0","0","0","500","","","0","0","0","0","0","0","0","1383.39930383841","5.40390353061877","15.1065013453333","4174.65244066667","4970.63992033333","5284.52586766667","5483.32254433333","0.751230092087936","2.37526666666667","4.19679981810193","20000","81920000","0","0","1","0","0","","","","","","","","0","","19.4333333333333","19.4333333333333","7.33333333333333","7.33333333333333","3","6.53712121212121","18.9666666666667","15.25","24","9","2.98333333333333","9.23333333333333","6.93939393939394","17.6666666666667","9","0.796969696969697","0.866666666666667","404.151515151515","404.666666666667","9","11.0590909090909","32.9","144.977272727273","460","9","1.41136363636364","1.46666666666667","959.333333333333","959.333333333333","9","3"
"synthetic-clean-nats-p4096-c4","nats-jetstream","synthetic","synthetic","bulk","20000","4096","4","0","0","0","0","500","","","0","0","0","0","0","0","0","1201.50464524114","4.69337752047321","18.420959484","6001.333263","7930.91309866667","8204.543661","16126.2317633333","0.871405206326984","2.331328","4.06784462460613","20000","81920000","0","0","1","0","0","","","","","","","","0","","27.6","27.6","7","7","1.66666666666667","8.12146464646467","18.2333333333333","7.5050505050505","8.66666666666667","10","4.72853535353535","10.9666666666667","4.87121212121212","7.66666666666667","10","0.872727272727273","0.933333333333333","410.459595959596","410.666666666667","10","13.5194444444444","28.3666666666667","108.267676767677","268.666666666667","10","2.13181818181818","2.33333333333333","980.166666666667","980.333333333333","10","3"
"synthetic-clean-nats-p4096-c8","nats-jetstream","synthetic","synthetic","bulk","20000","4096","8","0","0","0","0","500","","","0","0","0","0","0","0","0","1354.30394157923","5.29024977179387","16.345073443","5161.428504","6277.56767033333","6467.02021666667","14488.064947","0.76876920289348","2.167642","3.92699268551201","20000","81920000","0","0","1","0","0","","","","","","","","0","","17.8","17.8","7","7","1.33333333333333","7.59722222222222","24.7666666666667","9.47222222222223","13.6666666666667","9.33333333333333","4.08611111111111","13.7666666666667","5.61111111111111","13.3333333333333","9.33333333333333","0.788888888888889","0.866666666666667","406.527777777778","407","9.33333333333333","12.3444444444444","38.8","152","501.666666666667","9.33333333333333","1.825","2","964.944444444444","965","9.33333333333333","3"
"synthetic-clean-rmqs-p1024-c1","rabbitmq-streams","synthetic","synthetic","bulk","20000","1024","1","0","0","0","0","500","","","0","0","0","0","0","0","0","17718.7867864947","17.3035027211863","1.1287752955","215.042113","299.383466","313.0984035","317.7959535","0.0469816915345675","0.000825","1.48465851901834","20000","20480000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.25","0.25","2.5","2.5","3","0.15","0.15","1.5","1.5","3","3.15","3.15","1146.5","1146.5","3","0.1","0.1","18","18","1.5","1.8","1.8","323","323","1.5","2"
"synthetic-clean-rmqs-p1024-c16","rabbitmq-streams","synthetic","synthetic","bulk","20000","1024","16","0","0","0","0","500","","","0","0","0","0","0","0","0","14053.055217632","13.7236867359687","1.430980766","662.8263025","887.713187","909.6640075","913.3686245","0.0524600959798054","0.000733","1.47146038533952","20000","20480000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.75","0.75","12","12","3","0.2","0.2","1.5","1.5","3","8.4","8.4","1217.5","1217.5","3","0.1","0.1","18","18","1.5","","","","","0","2"
"synthetic-clean-rmqs-p1024-c4","rabbitmq-streams","synthetic","synthetic","bulk","20000","1024","4","0","0","0","0","500","","","0","0","0","0","0","0","0","14460.5356386441","14.1216168346134","2.2952894185","1651.553707","1854.6526165","1893.6098035","13794.2682345","0.0390823250162393","0.0007335","1.19986123306167","20000","20480000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.7","1","16.5","22","3","0.5","0.5","6","6","2.5","5.08333333333333","5.45","1183.5","1192.5","3","0.1","0.1","18","18","1.5","","","","","0","2"
"synthetic-clean-rmqs-p1024-c8","rabbitmq-streams","synthetic","synthetic","bulk","20000","1024","8","0","0","0","0","500","","","0","0","0","0","0","0","0","18985.1623608743","18.5401976180413","1.0534542635","457.3788935","667.381265","730.5710385","740.5824135","0.041001985099243","0.000733","1.31078139577442","20000","20480000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.1","0.1","8","8","3","0","0","2","2","3","3.75","3.75","1194","1194","3","0.1","0.1","18","18","1.5","","","","","0","2"
"synthetic-clean-rmqs-p16384-c1","rabbitmq-streams","synthetic","synthetic","bulk","20000","16384","1","0","0","0","0","500","","","0","0","0","0","0","0","0","2315.21203473745","36.1751880427727","8.6493772805","745.624997","1032.8111135","1074.0029045","1121.082904","0.422316854617769","0.15785","4.21623432424132","20000","327680000","0","0","1","0","0","","","","","","","","0","","","","","","0","1.73571428571429","10.05","4","13","6.5","1.4","7.4","2.5","5.5","6.5","6.25714285714285","18.9","1219.85714285714","1249","6.5","0.1","0.1","18","18","3","","","","","0","2"
"synthetic-clean-rmqs-p16384-c16","rabbitmq-streams","synthetic","synthetic","bulk","20000","16384","16","0","0","0","0","500","","","0","0","0","0","0","0","0","1752.82267188583","27.3878542482161","25.6462916315","1842.1592455","2405.253344","2519.438659","3869.416776","1.19685026313818","1.611179","7.1659584927001","20000","327680000","0","0","1","0","0","","","","","","","","0","","0.354347826086957","0.4","507","507","23","0.173684210526315","0.3","94.9473684210525","179","69","0.382500000000001","4.25","8.25","13","72.5","1.485","12.15","1226.95","1238.5","72.5","0.1","0.1","18","18","2.5","","","","","0","2"
"synthetic-clean-rmqs-p16384-c4","rabbitmq-streams","synthetic","synthetic","bulk","20000","16384","4","0","0","0","0","500","","","0","0","0","0","0","0","0","2860.8233414139","44.7003647095922","7.0232069755","1699.8303395","2519.194983","2738.43332","2885.014047","0.338834811740624","0.004904","5.51970101588271","20000","327680000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.35","0.35","5.5","5.5","5.5","0.15","0.15","1.5","1.5","5.5","3.55","3.55","1220","1220","5.5","0.1","0.1","18","18","3","1.8","1.8","323","323","3","2"
"synthetic-clean-rmqs-p16384-c8","rabbitmq-streams","synthetic","synthetic","bulk","20000","16384","8","0","0","0","0","500","","","0","0","0","0","0","0","0","1767.24544847662","27.6132101324471","24.726876835","1495.8899945","1913.622492","2070.292466","3370.3969695","1.15885525066256","1.7974915","5.91839560561725","20000","327680000","0","0","1","0","0","","","","","","","","0","","0.369565217391304","0.4","424","424","23","0.110526315789474","0.2","86.657894736842","179","69","0.349999999999999","4.75","9.925","15","72.5","1.725","12","1232.925","1246","72.5","0.1","0.1","18","18","2.5","","","","","0","2"
"synthetic-clean-rmqs-p256-c1","rabbitmq-streams","synthetic","synthetic","bulk","20000","256","1","0","0","0","0","500","","","0","0","0","0","0","0","0","26269.9115338135","6.41355262055995","0.794425854","323.5207655","396.4877975","403.161635","404.44341","0.0371305753037547","0.0006875","1.39383665243383","20000","5120000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.25","0.25","3","3","3","0.15","0.15","2","2","3","3.95","3.95","1070","1070","3","0.1","0.1","18","18","1.5","","","","","0","2"
"synthetic-clean-rmqs-p256-c16","rabbitmq-streams","synthetic","synthetic","bulk","20000","256","16","0","0","0","0","500","","","0","0","0","0","0","0","0","16748.7285749879","4.0890450622529","1.2063125515","553.082833","727.1592055","757.2333885","769.384676","0.0397780570528402","0.000733","1.29554479252327","20000","5120000","0","0","1","0","0","","","","","","","","0","","","","","","0","0.8","0.8","12","12","3","0.15","0.15","1.5","1.5","3","8.1","8.1","1133.5","1133.5","3","0.1","0.1","18","18","1.5","","","","","0","2"
