"run_id","transport_mode","workload_source","workload_descriptor","profile","expected_messages","payload_bytes","concurrency","target_messages_per_second","transformer_work_iterations","sink_process_delay_ms","max_retry_attempts","retry_backoff_ms","failure_action","failure_target","failure_after_seconds","producer_retry_attempts","producer_stream_reconnects","producer_recovery_events","producer_avg_recovery_ms","producer_max_recovery_ms","unary_acknowledged_requests","throughput_messages_per_second","throughput_megabytes_per_second","duration_seconds","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms","mean_inter_arrival_ms","p95_inter_arrival_ms","inter_arrival_jitter_ms","messages_received","bytes_received","duplicates","ordering_violations","completion_ratio","lost_messages","duplicate_ratio","estimated_failure_at_unix_nano","time_to_first_post_failure_message_ms","e2e_recovery_ms","sustained_target_recovered","backlog_drain_ms","recovery_window_p95_latency_ms","throughput_debt_messages","post_failure_duplicates","post_failure_duplicate_ratio","producer_cpu_avg_pct","producer_cpu_peak_pct","producer_memory_avg_mib","producer_memory_peak_mib","producer_samples","transformer_cpu_avg_pct","transformer_cpu_peak_pct","transformer_memory_avg_mib","transformer_memory_peak_mib","transformer_samples","sink_cpu_avg_pct","sink_cpu_peak_pct","sink_memory_avg_mib","sink_memory_peak_mib","sink_samples","rabbitmq_cpu_avg_pct","rabbitmq_cpu_peak_pct","rabbitmq_memory_avg_mib","rabbitmq_memory_peak_mib","rabbitmq_samples","nats_cpu_avg_pct","nats_cpu_peak_pct","nats_memory_avg_mib","nats_memory_peak_mib","nats_samples","kafka_cpu_avg_pct","kafka_cpu_peak_pct","kafka_memory_avg_mib","kafka_memory_peak_mib","kafka_samples"
"synthetic-clean-stream-p1024-c4","client-streaming","synthetic","synthetic","bulk","20000","1024","4","0","0","0","0","500","","","0","0","0","0","0","0","0","73836.57626529754","72.10603150907963","0.270868464","19.948498","56.68107","62.855277","65.565493","0.010671577478873661","0.003941","0.4769789580085158","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","3","0","0","1","1","3","0.4","0.4","197","197","3",,,,,"0",,,,,"0"
"synthetic-clean-stream-p1024-c4-rep1","client-streaming","synthetic","synthetic","bulk","20000","1024","4","0","0","0","0","500","","","0","0","0","0","0","0","0","55889.135761758385","54.57923414234217","0.357851302","76.725545","169.652365","171.955768","174.471471","0.015461033751688866","0.0044","0.7186160437422513","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","3","0","0","2","2","3","0.3","0.3","201","201","3","0.1","0.1","17","17","3","1.4","1.4","460","460","3"
"synthetic-clean-stream-p1024-c8","client-streaming","synthetic","synthetic","bulk","20000","1024","8","0","0","0","0","500","","","0","0","0","0","0","0","0","60645.58737839426","59.22420642421314","0.329784917","11.616549","55.653303","82.27055","89.387732","0.013748183509175352","0.004034","0.5556667496327506","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","3","0","0","1","1","3","0.3","0.3","197","197","3",,,,,"0",,,,,"0"
"synthetic-clean-stream-p1024-c8-rep1","client-streaming","synthetic","synthetic","bulk","20000","1024","8","0","0","0","0","500","","","0","0","0","0","0","0","0","52429.5215043051","51.20070459404795","0.381464477","56.062663","185.006824","197.307863","199.408774","0.01597543377168938","0.004858","0.7370109921147339","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.2","0.2","2","2","3","0.2","0.2","2","2","3","0.3","0.3","201","201","3","0.1","0.1","17","17","3",,,,,"0"
"synthetic-clean-stream-p1024-c16","client-streaming","synthetic","synthetic","bulk","20000","1024","16","0","0","0","0","500","","","0","0","0","0","0","0","0","52657.71907055272","51.42355377983664","0.379811362","72.791493","92.77379","98.18519","113.907089","0.016270051902595208","0.0066","0.5333539750364232","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","1","1","3","0","0","2","2","3","0.3","0.3","197","197","3",,,,,"0",,,,,"0"
"synthetic-clean-stream-p1024-c16-rep1","client-streaming","synthetic","synthetic","bulk","20000","1024","16","0","0","0","0","500","","","0","0","0","0","0","0","0","62860.393368083925","61.38710289851946","0.318165365","47.492186","99.319295","126.454492","132.161756","0.01408674718736064","0.006875","0.39589938206415914","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.2","0.2","2","2","3","0.2","0.2","2","2","3","0.3","0.3","201","201","3","0.1","0.1","17","17","3",,,,,"0"
"synthetic-clean-stream-p4096-c1","client-streaming","synthetic","synthetic","bulk","20000","4096","1","0","0","0","0","500","","","0","0","0","0","0","0","0","27453.628590702978","107.2407366824335","0.72850115","1.617367","29.724113","47.079916","47.986407","0.03370298634931893","0.0363","0.7918903207860649","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","3","0","0","1","1","3","0.3","0.3","197","197","3",,,,,"0",,,,,"0"
"synthetic-clean-stream-p4096-c1-rep1","client-streaming","synthetic","synthetic","bulk","20000","4096","1","0","0","0","0","500","","","0","0","0","0","0","0","0","27186.63058727109","106.1977757315277","0.735655709","1.245843","12.393531","65.044081","68.162676","0.03503774908745657","0.030067","0.9784324820939135","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.4","0.4","2","2","3","0.4","0.4","2","2","3","0.4","0.4","201","201","3","0.1","0.1","17","17","3","2.7","2.7","458","458","3"
"synthetic-clean-stream-p4096-c4","client-streaming","synthetic","synthetic","bulk","20000","4096","4","0","0","0","0","500","","","0","0","0","0","0","0","0","29034.553676819593","113.41622530007653","0.688834422","46.58546","103.205855","145.009706","181.027741","0.031453841992100086","0.02035","0.8496174919876545","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","3","0","0","2","2","3","0.3","0.3","197","197","3",,,,,"0",,,,,"0"
"synthetic-clean-stream-p4096-c4-rep1","client-streaming","synthetic","synthetic","bulk","20000","4096","4","0","0","0","0","500","","","0","0","0","0","0","0","0","28731.983345867877","112.2343099447964","0.696088389","68.213185","100.079396","110.929441","162.865175","0.03208693074654004","0.023925","0.8508239849321827","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.3","0.3","3","3","3","0.2","0.2","2","2","3","0.3","0.3","201","201","3","0.1","0.1","17","17","3","1.2","1.2","460","460","3"
"synthetic-clean-stream-p4096-c8","client-streaming","synthetic","synthetic","bulk","20000","4096","8","0","0","0","0","500","","","0","0","0","0","0","0","0","30252.59542196882","118.17420086706571","0.661100303","54.937211","193.399533","202.889876","217.569927","0.03076321821091105","0.014117","0.9792547617331522","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","1","1","3","0","0","1","1","3","0.3","0.3","197","197","3",,,,,"0",,,,,"0"
"synthetic-clean-stream-p4096-c8-rep1","client-streaming","synthetic","synthetic","bulk","20000","4096","8","0","0","0","0","500","","","0","0","0","0","0","0","0","29298.23374850742","114.44622558010711","0.682635007","55.788305","189.457704","277.523986","281.986966","0.03180319870993723","0.01265","1.177784161554031","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.3","0.3","2","2","3","0.3","0.3","2","2","3","0.3","0.3","201","201","3","0.1","0.1","17","17","3",,,,,"0"
"synthetic-clean-stream-p4096-c16","client-streaming","synthetic","synthetic","bulk","20000","4096","16","0","0","0","0","500","","","0","0","0","0","0","0","0","23107.486166839164","90.26361783921548","0.865520371","118.372105","356.170849","410.89851","464.994862","0.03991659297965075","0.01595","1.188698669421679","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","1","1","3","0","0","1","1","3","0.4","0.4","197","197","3",,,,,"0",,,,,"0"
"synthetic-clean-stream-p4096-c16-rep1","client-streaming","synthetic","synthetic","bulk","20000","4096","16","0","0","0","0","500","","","0","0","0","0","0","0","0","24823.19924569248","96.96562205348626","0.80569792","53.005301","122.483121","180.525419","195.361503","0.035437394969751186","0.021083","1.0846480329145844","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.2","0.2","2","2","3","0.3","0.3","2","2","3","0.3","0.3","201","201","3","0.1","0.1","18","18","3",,,,,"0"
"synthetic-clean-stream-p16384-c1","client-streaming","synthetic","synthetic","bulk","20000","16384","1","0","0","0","0","500","","","0","0","0","0","0","0","0","10070.59925125014","157.35311330078343","1.985979136","2.6939","70.796645","83.542529","172.675899","0.09679856037801825","0.156108","1.9289413172532548","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","1","1","3","0","0","1","1","3","0.3","0.3","197","197","3",,,,,"0",,,,,"0"
"synthetic-clean-stream-p16384-c1-rep1","client-streaming","synthetic","synthetic","bulk","20000","16384","1","0","0","0","0","500","","","0","0","0","0","0","0","0","10346.623431796948","161.66599112182732","1.932997768","4.080905","40.791546","49.413255","52.077759","0.09393210695534956","0.1702","1.2519004920085581","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0",,,,,"0",,,,,"0","0.4","0.4","201","201","3","0.1","0.1","18","18","3","2.1","2.1","329","329","3"
"synthetic-clean-stream-p16384-c4","client-streaming","synthetic","synthetic","bulk","20000","16384","4","0","0","0","0","500","","","0","0","0","0","0","0","0","13535.152252873913","211.4867539511549","1.477633914","8.157876","81.951745","85.980495","93.035896","0.07169088559427972","0.087359","1.7411837054869748","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","1","1","3","0","0","1","1","3","0.3","0.3","197","197","3",,,,,"0",,,,,"0"
"synthetic-clean-stream-p16384-c4-rep1","client-streaming","synthetic","synthetic","bulk","20000","16384","4","0","0","0","0","500","","","0","0","0","0","0","0","0","12764.240553253856","199.4412586445915","1.566877396","95.46968","191.115359","196.669919","229.932378","0.07574567188359438","0.088184","1.8751502635295356","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","3","0","0","2","2","3","0.3","0.3","200","200","3","0.1","0.1","18","18","3",,,,,"0"
"synthetic-clean-stream-p16384-c8","client-streaming","synthetic","synthetic","bulk","20000","16384","8","0","0","0","0","500","","","0","0","0","0","0","0","0","13948.377800000411","217.94340312500643","1.433858495","13.517075","97.082154","109.410038","189.184699","0.06909733616680931","0.078008","1.8542088055142","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","1","1","3","0","0","1","1","3","0.4","0.4","197","197","3",,,,,"0",,,,,"0"
"synthetic-clean-stream-p16384-c8-rep1","client-streaming","synthetic","synthetic","bulk","20000","16384","8","0","0","0","0","500","","","0","0","0","0","0","0","0","12994.591643810822","203.0404944345441","1.539101847","97.271118","213.000939","235.397837","261.165238","0.07359265098254997","0.0858","1.1820047826697577","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.3","0.3","2","2","3","0.3","0.3","2","2","3","0.3","0.3","201","201","3","0.1","0.1","18","18","3",,,,,"0"
"synthetic-clean-stream-p16384-c16","client-streaming","synthetic","synthetic","bulk","20000","16384","16","0","0","0","0","500","","","0","0","0","0","0","0","0","13627.241303975432","212.92564537461612","1.467648481","177.797591","288.381696","301.183771","376.8371","0.06809534651732596","0.079567","1.747906223942369","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","3","0","0","1","1","3","0.3","0.3","197","197","3",,,,,"0",,,,,"0"
"synthetic-clean-stream-p16384-c16-rep1","client-streaming","synthetic","synthetic","bulk","20000","16384","16","0","0","0","0","500","","","0","0","0","0","0","0","0","11953.702397352192","186.776599958628","1.673121794","89.170784","183.189283","204.104568","251.072247","0.08041107085354317","0.0935","1.3199795753349908","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","2","2","4","0","0","3","3","4","0.3","0.3","201","201","4","0.1","0.1","18","18","4","1.6","1.6","466","466","4"
"synthetic-clean-kafka-p256-c1","kafka","synthetic","synthetic","bulk","20000","256","1","0","0","0","0","500","","","0","0","0","0","0","0","0","77.42331575890002","0.0189021766989502","258.320117189","770.032551","1416.855291","4050.0532","28130.077288","11.810732488274434","15.142233","2.42083088886238","20000","5120000","0","0","1","0","0",,,,,,,,"0",,"6.39062500000001","7.6","7.07291666666667","8","96","7.26116504854369","9.1","6.78640776699029","8","103","2.5504854368932","3.4","6.61165048543689","8","103","0.838834951456311","1","421.864077669903","423","103","0.424271844660194","0.7","60.5533980582524","68","103","20.8436893203884","54.5","359.223300970874","371","103"
"synthetic-clean-kafka-p256-c4","kafka","synthetic","synthetic","bulk","20000","256","4","0","0","0","0","500","","","0","0","0","0","0","0","0","256.3726836294364","0.06259098721421787","78.011431315","86.021376","257.057078","386.464929","26837.512809","3.471977739736995","11.532401","5.309649021819139","20000","5120000","0","0","1","0","0",,,,,,,,"0",,"12.2269230769231","15.8","7.03846153846154","8","26","12.609375","19.6","7.375","8","32","5.203125","7.9","6.28125","8","32","0.9625","1.2","421.09375","422","32","0.51875","0.7","53.25","54","32","64.159375","88.6","332.46875","367","32"
"synthetic-clean-kafka-p256-c8","kafka","synthetic","synthetic","bulk","20000","256","8","0","0","0","0","500","","","0","0","0","0","0","0","0","460.0355622302749","0.1123133696851257","43.47489986","88.606701","351.385504","442.721589","2984.036906","2.007667076303837","9.6333","5.534927329103721","20000","5120000","0","0","1","0","0",,,,,,,,"0",,"10.8153846153846","12","7","7","13","9.675","25","7.4","8","20","4.155","11.1","5.9","9","20","0.94","1.1","421.35","422","20","0.715","1","54","54","20","71.955","77.8","346.85","371","20"
"synthetic-clean-kafka-p256-c16","kafka","synthetic","synthetic","bulk","20000","256","16","0","0","0","0","500","","","0","0","0","0","0","0","0","532.1026441811523","0.12990787211453914","37.586732971","261.635006","584.197713","905.688821","27470.711534","1.7125682073103636","7.995991","6.037678858764627","20000","5120000","0","0","1","0","0",,,,,,,,"0",,"13.4666666666667","20.6","8","8","9","10.3823529411765","26.7","8.64705882352941","10","17","8.63529411764706","21.1","7.11764705882353","9","17","0.988235294117647","1.2","421.823529411765","423","17","0.505882352941176","0.6","54","54","17","200.341176470588","457.8","335.235294117647","391","17"
"synthetic-clean-kafka-p1024-c1","kafka","synthetic","synthetic","bulk","20000","1024","1","0","0","0","0","500","","","0","0","0","0","0","0","0","87.05708036885851","0.08501668004771339","229.734329652","1702.876122","2891.880762","5021.754666","28998.915877","11.803509087104388","15.264057","2.4481383356341073","20000","20480000","0","0","1","0","0",,,,,,,,"0",,"6.25714285714286","7.3","7","7","98","6.33076923076923","9.4","6.76923076923077","7","104","2.55961538461538","3.3","6.79807692307692","8","104","0.846153846153847","1","421.019230769231","422","104","0.452884615384615","0.7","54","54","104","22.3730769230769","66.2","366.336538461538","395","104"
"synthetic-clean-kafka-p1024-c4","kafka","synthetic","synthetic","bulk","20000","1024","4","0","0","0","0","500","","","0","0","0","0","0","0","0","267.7281260548654","0.2614532481004545","74.702648148","70.669218","281.057491","401.024855","26887.01672","3.446062281614064","11.383349","5.7518368363868735","20000","20480000","0","0","1","0","0",,,,,,,,"0",,"12.2105263157895","13.7","7.31578947368421","8","19","12.5806451612903","20","7.32258064516129","8","31","5.11612903225806","8.5","6.61290322580645","8","31","0.874193548387097","1","421.258064516129","422","31","0.564516129032258","0.7","54","54","31","54.3225806451613","72.2","362.41935483871","398","31"
"synthetic-clean-kafka-p1024-c8","kafka","synthetic","synthetic","bulk","20000","1024","8","0","0","0","0","500","","","0","0","0","0","0","0","0","450.1638004279414","0.4396130863554115","44.428272511","230.633313","452.808725","597.517929","27052.894508","2.059824113005627","10.601341","5.058303537015321","20000","20480000","0","0","1","0","0",,,,,,,,"0",,"13.5666666666667","16.9","7.66666666666667","8","9","10.535","22.8","7.4","8","20","4.355","9.8","6.6","9","20","0.92","1","421.3","422","20","0.38","0.5","54","54","20","75.425","90.3","358.2","412","20"
"synthetic-clean-kafka-p1024-c16","kafka","synthetic","synthetic","bulk","20000","1024","16","0","0","0","0","500","","","0","0","0","0","0","0","0","542.9579440652075","0.5302323672511792","36.835265454","192.215177","690.77043","899.788473","3175.944457","1.6641913458172837","6.789933","7.4241222714217425","20000","20480000","0","0","1","0","0",,,,,,,,"0",,"12.4181818181818","14.6","8","8","11","9.68823529411765","19.5","8.94117647058824","10","17","4.2","9","6.52941176470588","9","17","0.994117647058824","1.1","420.941176470588","422","17","0.405882352941176","0.5","54","54","17","82.9117647058823","98.3","371","413","17"
"synthetic-clean-kafka-p4096-c1","kafka","synthetic","synthetic","bulk","20000","4096","1","0","0","0","0","500","","","0","0","0","0","0","0","0","76.45985530793722","0.29867130979662976","261.575174573","564.608268","1518.047309","4012.68706","27992.441253","11.980075224461253","15.775922","2.6283710554213267","20000","81920000","0","0","1","0","0",,,,,,,,"0",,"6.72551020408163","7.6","7","7","98","7.51142857142856","9.5","6.90476190476191","8","105","2.77619047619048","3.4","6.99047619047619","8","105","0.904761904761905","1.2","421.980952380952","423","105","0.459047619047619","0.7","54","54","105","23.6141414141414","46.3","432.111111111111","516","99"
"synthetic-clean-kafka-p4096-c4","kafka","synthetic","synthetic","bulk","20000","4096","4","0","0","0","0","500","","","0","0","0","0","0","0","0","270.5982649759908","1.057024472562464","73.910303903","62.664056","216.625437","282.050033","26789.579878","3.4033034647232245","11.084423","5.677516290922908","20000","81920000","0","0","1","0","0",,,,,,,,"0",,"12.136","13.1","7","7","25","12.95625","18.5","7.0625","8","32","5.1875","7.8","6.5","8","32","0.934375","1.2","421.78125","422","32","0.428125","0.7","54","54","32","61.346875","84.9","407.78125","517","32"
"synthetic-clean-kafka-p4096-c8","kafka","synthetic","synthetic","bulk","20000","4096","8","0","0","0","0","500","","","0","0","0","0","0","0","0","403.7979724010764","1.5773358296917046","49.529718738","49.770866","306.719179","550.119162","27139.335497","2.1708257572878624","9.707223","5.5479386621198445","20000","81920000","0","0","1","0","0",,,,,,,,"0",,"13.02","23.5","7.2","8","15","13.1666666666667","31","7.71428571428571","9","21","5.80952380952381","14.4","6.47619047619048","9","21","0.976190476190476","1.3","421.428571428571","422","21","0.419047619047619","0.5","54","54","21","81.3571428571429","96.3","422.761904761905","502","21"
"synthetic-clean-kafka-p4096-c16","kafka","synthetic","synthetic","bulk","20000","4096","16","0","0","0","0","500","","","0","0","0","0","0","0","0","511.49840143161595","1.9980406305922498","39.100806462","439.534623","1161.040721","3341.554399","27875.926762","1.789268299714989","8.638757","6.720190370615188","20000","81920000","0","0","1","0","0",,,,,,,,"0",,"12.6363636363636","14","8","8","11","9.73333333333333","16.5","10.6666666666667","13","18","4.33333333333333","7.8","6.33333333333333","9","18","1.03333333333333","1.1","422.333333333333","423","18","0.633333333333333","0.7","54","54","18","84.8","87.1","395","466","18"
"synthetic-clean-kafka-p16384-c1","kafka","synthetic","synthetic","bulk","20000","16384","1","0","0","0","0","500","","","0","0","0","0","0","0","0","74.51789630755331","1.1643421298055205","268.391903033","887.285299","1929.692767","4204.694384","28379.908823","12.426869802590087","17.164948","3.060910882541971","20000","327680000","0","0","1","0","0",,,,,,,,"0",,"7.16354166666667","8.8","7","7","96","8.35714285714286","10.9","8.34285714285714","10","105","3.26952380952381","4.4","6.8","7","105","0.996190476190477","1.5","421.32380952381","424","105","0.539047619047618","0.8","54","54","105","27.6390476190477","77.6","644.657142857143","996","105"
"synthetic-clean-kafka-p16384-c4","kafka","synthetic","synthetic","bulk","20000","16384","4","0","0","0","0","500","","","0","0","0","0","0","0","0","265.095667579774","4.142119805933969","75.444461928","154.263441","281.738492","344.844297","26776.586722","3.5921774406720286","11.478775","6.133245442238042","20000","327680000","0","0","1","0","0",,,,,,,,"0",,"14.25","17.2","7","7","28","14.9727272727273","22.6","8.03030303030303","9","33","6.32121212121212","9.6","6.42424242424242","9","33","0.978787878787879","1.2","420.181818181818","421","33","0.430303030303031","0.6","54","54","33","60.0454545454545","91.6","585.909090909091","976","33"
"synthetic-clean-kafka-p16384-c8","kafka","synthetic","synthetic","bulk","20000","16384","8","0","0","0","0","500","","","0","0","0","0","0","0","0","408.0201585723061","6.375314977692283","49.017185989","78.171403","306.85259","508.077687","26671.459331","2.289639868693454","10.290407","5.705291376982984","20000","327680000","0","0","1","0","0",,,,,,,,"0",,"16.62","22.3","7","7","15","13.7714285714286","28.4","8.71428571428571","10","21","6.61428571428571","13.5","6","8","21","1.05714285714286","1.4","421.428571428571","422","21","0.528571428571429","0.8","54","54","21","82.0285714285714","96.8","531.571428571429","913","21"
"synthetic-clean-kafka-p16384-c16","kafka","synthetic","synthetic","bulk","20000","16384","16","0","0","0","0","500","","","0","0","0","0","0","0","0","440.5606554838555","6.883760241935242","45.396700207","325.857106","844.816909","1275.806142","27408.246592","2.088882134306724","7.628133","8.418371721085514","20000","327680000","0","0","1","0","0",,,,,,,,"0",,"17.0666666666667","21","8.33333333333333","9","9","11.525","23.9","13.3","21","20","6.24","13","7.1","10","20","1.05","1.3","420.45","421","20","0.63","0.8","54","54","20","84.07","99.9","563.7","952","20"
"synthetic-clean-nats-p256-c1-rep1","nats-jetstream","synthetic","synthetic","bulk","20000","256","1","0","0","0","0","500","","","0","0","0","0","0","0","0","919.9339828622218","0.22459325753472212","21.740690498","6814.039709","8711.506138","9001.459063","9075.706308","1.0837950307015325","3.327225","3.2453255509450636","20000","5120000","0","0","1","0","0",,,,,,,,"0",,"30.8","30.8","7","7","6","13.3461538461538","24.7","5.61538461538461","7","13","8.13076923076923","15.1","5.23076923076923","8","13","0.753846153846154","0.8","420","420","13","19.0307692307692","35","41.3076923076923","69","13","2.00769230769231","2.1","1013","1013","13"
