"run_id","transport_mode","workload_source","workload_descriptor","profile","expected_messages","payload_bytes","concurrency","target_messages_per_second","transformer_work_iterations","sink_process_delay_ms","max_retry_attempts","retry_backoff_ms","failure_action","failure_target","failure_after_seconds","producer_retry_attempts","producer_stream_reconnects","producer_recovery_events","producer_avg_recovery_ms","producer_max_recovery_ms","unary_acknowledged_requests","throughput_messages_per_second","throughput_megabytes_per_second","duration_seconds","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms","mean_inter_arrival_ms","p95_inter_arrival_ms","inter_arrival_jitter_ms","messages_received","bytes_received","duplicates","ordering_violations","completion_ratio","lost_messages","duplicate_ratio","estimated_failure_at_unix_nano","time_to_first_post_failure_message_ms","e2e_recovery_ms","sustained_target_recovered","backlog_drain_ms","recovery_window_p95_latency_ms","throughput_debt_messages","post_failure_duplicates","post_failure_duplicate_ratio","producer_cpu_avg_pct","producer_cpu_peak_pct","producer_memory_avg_mib","producer_memory_peak_mib","producer_samples","transformer_cpu_avg_pct","transformer_cpu_peak_pct","transformer_memory_avg_mib","transformer_memory_peak_mib","transformer_samples","sink_cpu_avg_pct","sink_cpu_peak_pct","sink_memory_avg_mib","sink_memory_peak_mib","sink_samples","rabbitmq_cpu_avg_pct","rabbitmq_cpu_peak_pct","rabbitmq_memory_avg_mib","rabbitmq_memory_peak_mib","rabbitmq_samples","nats_cpu_avg_pct","nats_cpu_peak_pct","nats_memory_avg_mib","nats_memory_peak_mib","nats_samples","kafka_cpu_avg_pct","kafka_cpu_peak_pct","kafka_memory_avg_mib","kafka_memory_peak_mib","kafka_samples","resource_stats_valid","missing_resource_roles","resource_stats_missing_roles"
"single3-final-20260504-synthetic-clean-stream-p1024-c1-rep1","client-streaming","synthetic","synthetic","bulk","20000","1024","1","0","0","0","0","500","","","0","0","0","0","0","0","0","51364.595767899395","50.16073805458925","0.389373258","2.597337","48.651052","53.726888","54.925845","0.016295638681934215","0.004925","0.6184506217911332","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.4","0.4","2","2","4","0.5","0.5","2","2","4",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p1024-c1-rep2","client-streaming","synthetic","synthetic","bulk","20000","1024","1","0","0","0","0","500","","","0","0","0","0","0","0","0","64503.37921109303","62.99158126083304","0.310061275","2.213669","26.958838","70.781366","71.100263","0.012628880044001188","0.004416","0.577178000251154","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.6","0.6","2","2","4","0.6","0.6","2","2","4",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p1024-c1-rep3","client-streaming","synthetic","synthetic","bulk","20000","1024","1","0","0","0","0","500","","","0","0","0","0","0","0","0","55202.65799694202","53.90884570013869","0.362301395","1.80794","7.800628","62.431378","63.898019","0.014367121456073844","0.004515","0.6159674477453777","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.4","0.4","3","3","4","0.5","0.5","2","2","4",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p1024-c4-rep1","client-streaming","synthetic","synthetic","bulk","20000","1024","4","0","0","0","0","500","","","0","0","0","0","0","0","0","54349.48743854401","53.07567132670314","0.367988751","17.78235","86.576985","88.16895","89.970929","0.014425596579829053","0.005026","0.7672693032702975","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.4","0.4","2","2","5","0.5","0.5","2","2","5",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p1024-c4-rep2","client-streaming","synthetic","synthetic","bulk","20000","1024","4","0","0","0","0","500","","","0","0","0","0","0","0","0","71046.21970435999","69.38107393003905","0.281506885","9.089894","65.871985","66.938749","69.655146","0.010932266813340722","0.004849","0.6161274148973253","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","4","0.6","0.6","2","2","4",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p1024-c4-rep3","client-streaming","synthetic","synthetic","bulk","20000","1024","4","0","0","0","0","500","","","0","0","0","0","0","0","0","66540.72392947329","64.98117571237626","0.300567815","12.661885","79.103365","80.88919","83.499776","0.012139014100704455","0.004414","0.5977895513802176","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.6","0.6","2","2","4","0.5","0.5","3","3","4",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p1024-c8-rep1","client-streaming","synthetic","synthetic","bulk","20000","1024","8","0","0","0","0","500","","","0","0","0","0","0","0","0","51577.5354116723","50.36868692546123","0.387765717","57.585751","102.315621","119.993944","149.13559","0.013545589729485708","0.006728","0.6358123416170403","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","4","0.5","0.5","2","2","4",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p1024-c8-rep2","client-streaming","synthetic","synthetic","bulk","20000","1024","8","0","0","0","0","500","","","0","0","0","0","0","0","0","50559.448641527524","49.37446156399172","0.395573934","99.927523","187.24773","191.403215","193.8943","0.015393834041702841","0.006197","0.6211835688829475","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","5","0","0","2","2","5",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p1024-c8-rep3","client-streaming","synthetic","synthetic","bulk","20000","1024","8","0","0","0","0","500","","","0","0","0","0","0","0","0","55719.82083770799","54.41388753682421","0.358938699","40.966529","120.87952","165.528251","184.236218","0.01466884399219886","0.005887","0.5884252734050053","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","4","0.5","0.5","2","2","4",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p1024-c16-rep1","client-streaming","synthetic","synthetic","bulk","20000","1024","16","0","0","0","0","500","","","0","0","0","0","0","0","0","56198.78451976269","54.88162550758075","0.355879583","25.392776","77.450027","82.714582","94.536629","0.01376877758887879","0.009625","0.4259271097834908","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","4","0.5","0.5","3","3","4",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p1024-c16-rep2","client-streaming","synthetic","synthetic","bulk","20000","1024","16","0","0","0","0","500","","","0","0","0","0","0","0","0","59607.94009950413","58.210879003422","0.33552577","45.086247","93.853094","138.317299","145.283541","0.013936866743338296","0.008399","0.5374925042780453","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.4","0.4","2","2","4","0.4","0.4","2","2","4",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p1024-c16-rep3","client-streaming","synthetic","synthetic","bulk","20000","1024","16","0","0","0","0","500","","","0","0","0","0","0","0","0","43178.56418143496","42.16656658343258","0.463192799","93.777338","162.431435","195.791078","270.406608","0.01983946882344075","0.009772","0.6044618039023997","20000","20480000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","5","0.5","0.5","2","2","5",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p4096-c1-rep1","client-streaming","synthetic","synthetic","bulk","20000","4096","1","0","0","0","0","500","","","0","0","0","0","0","0","0","27526.44766209257","107.5251861800491","0.726573957","1.970113","29.322386","61.329902","64.07393","0.03327227751387577","0.024583","0.8821480200724183","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","5","0.5","0.5","3","3","5",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p4096-c1-rep2","client-streaming","synthetic","synthetic","bulk","20000","4096","1","0","0","0","0","500","","","0","0","0","0","0","0","0","24236.494967540242","94.67380846695407","0.82520183","2.5176","44.212278","53.061149","55.883108","0.037560773538679176","0.044559","0.9116250392932221","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","3","3","5","0.5","0.5","2","2","5",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p4096-c1-rep3","client-streaming","synthetic","synthetic","bulk","20000","4096","1","0","0","0","0","500","","","0","0","0","0","0","0","0","27445.660395305364","107.20961091916158","0.728712653","1.621602","12.259323","60.665974","63.15058","0.0330952293114633","0.025024","0.9070060340611991","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","5","0.6","0.6","2","2","5",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p4096-c4-rep1","client-streaming","synthetic","synthetic","bulk","20000","4096","4","0","0","0","0","500","","","0","0","0","0","0","0","0","26451.09829198897","103.32460270308191","0.756112271","49.92771","98.687938","122.706513","149.86778","0.03433460768038339","0.016867","0.8375166782293758","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","5","0.5","0.5","2","2","5",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p4096-c4-rep2","client-streaming","synthetic","synthetic","bulk","20000","4096","4","0","0","0","0","500","","","0","0","0","0","0","0","0","29787.915019641958","116.3590430454764","0.671413222","11.913802","73.101825","79.072481","81.565795","0.030241452022603685","0.013966","0.852637874656121","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","4","0.5","0.5","2","2","4",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p4096-c4-rep3","client-streaming","synthetic","synthetic","bulk","20000","4096","4","0","0","0","0","500","","","0","0","0","0","0","0","0","28461.89949744952","111.1792949119122","0.702693789","10.572005","88.989462","110.127064","158.247512","0.032310610380519966","0.017122","0.9578411926426977","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","5","0.6","0.6","2","2","5",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p4096-c8-rep1","client-streaming","synthetic","synthetic","bulk","20000","4096","8","0","0","0","0","500","","","0","0","0","0","0","0","0","25616.164070034883","100.06314089857376","0.780757023","7.333283","81.127861","87.428733","90.922573","0.03524076263813252","0.021574","1.214603691891656","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","5","0.5","0.5","2","2","5",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p4096-c8-rep2","client-streaming","synthetic","synthetic","bulk","20000","4096","8","0","0","0","0","500","","","0","0","0","0","0","0","0","26631.3631374541","104.02876225568008","0.750994228","14.292204","79.488243","87.034779","104.310287","0.03376945672283726","0.0195","0.7584894876409685","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.4","0.4","2","2","5","0.5","0.5","2","2","5",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p4096-c8-rep3","client-streaming","synthetic","synthetic","bulk","20000","4096","8","0","0","0","0","500","","","0","0","0","0","0","0","0","22231.042610688437","86.8400101980017","0.899642916","270.768733","402.807367","414.526188","453.924607","0.042171559577975255","0.028298","1.6618718261179066","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.6","0.6","3","3","5","0.5","0.5","2","2","5",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p4096-c16-rep1","client-streaming","synthetic","synthetic","bulk","20000","4096","16","0","0","0","0","500","","","0","0","0","0","0","0","0","22322.106356278495","87.19572795421287","0.895972794","197.929989","301.997314","376.148855","403.583591","0.0414364044702268","0.033997","1.325834922612143","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.6","0.6","2","2","4","0.5","0.5","2","2","4",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p4096-c16-rep2","client-streaming","synthetic","synthetic","bulk","20000","4096","16","0","0","0","0","500","","","0","0","0","0","0","0","0","22764.40475674849","88.92345608104878","0.878564593","105.426887","204.66377","280.676522","289.585165","0.04048692444622046","0.017899","1.2184232655559541","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","5","0.4","0.4","2","2","5",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p4096-c16-rep3","client-streaming","synthetic","synthetic","bulk","20000","4096","16","0","0","0","0","500","","","0","0","0","0","0","0","0","22120.33416883568","86.40755534701438","0.904145473","73.675226","189.160663","280.481585","298.878523","0.040804810190511874","0.025518","1.2885264219407706","20000","81920000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.6","0.6","2","2","5","0.5","0.5","3","3","5",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p16384-c1-rep1","client-streaming","synthetic","synthetic","bulk","20000","16384","1","0","0","0","0","500","","","0","0","0","0","0","0","0","21462.846467580715","335.3569760559487","0.931842849","1.530281","7.620315","64.086204","69.290457","0.11935075213760589","0.277605","1.9109793767088334","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.6","0.6","2","2","6","0.8","0.8","2","2","6",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p16384-c1-rep2","client-streaming","synthetic","synthetic","bulk","20000","16384","1","0","0","0","0","500","","","0","0","0","0","0","0","0","29059.989135661523","454.0623302447113","0.688231503","2.043676","42.518611","68.598805","75.851548","0.10791110015500692","0.231251","1.843894334686233","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","6","0.5","0.5","2","2","6",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p16384-c1-rep3","client-streaming","synthetic","synthetic","bulk","20000","16384","1","0","0","0","0","500","","","0","0","0","0","0","0","0","9930.94394980796","155.17099921574936","2.013907248","2.988906","59.596798","63.727261","65.776614","0.09682663718185441","0.180681","1.7885197482986133","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.6","0.6","2","2","6","0.6","0.6","2","2","6",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p16384-c4-rep1","client-streaming","synthetic","synthetic","bulk","20000","16384","4","0","0","0","0","500","","","0","0","0","0","0","0","0","10664.103374529304","166.62661522702038","1.8754506869999998","61.913414","101.306609","124.155573","173.982353","0.09012204785239192","0.109093","1.6290951841858323","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","6","0.6","0.6","2","2","6",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p16384-c4-rep2","client-streaming","synthetic","synthetic","bulk","20000","16384","4","0","0","0","0","500","","","0","0","0","0","0","0","0","15065.97952511838","235.4059300799747","1.3274941710000001","17.627281","62.216998","75.886787","84.420614","0.08932147362368412","0.172508","1.2363616430303335","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.6","0.6","2","2","6","0.7","0.7","2","2","6",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p16384-c4-rep3","client-streaming","synthetic","synthetic","bulk","20000","16384","4","0","0","0","0","500","","","0","0","0","0","0","0","0","10927.797794853348","170.74684054458356","1.830194919","58.881547","103.094079","132.912628","149.814568","0.08663640662032586","0.143294","1.2668812091724784","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","6","0.5","0.5","2","2","6",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p16384-c8-rep1","client-streaming","synthetic","synthetic","bulk","20000","16384","8","0","0","0","0","500","","","0","0","0","0","0","0","0","10618.876765744992","165.9199494647655","1.8834383749999999","84.781801","115.361421","179.448858","200.578248","0.09097671008550494","0.119754","1.7941856149008713","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","6","0.5","0.5","2","2","6",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p16384-c8-rep2","client-streaming","synthetic","synthetic","bulk","20000","16384","8","0","0","0","0","500","","","0","0","0","0","0","0","0","13352.651272660287","208.63517613531698","1.497829876","115.032041","207.483947","268.746958","296.373488","0.0722319373468649","0.077504","1.665497822619134","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0","0","3","3","5","0","0","2","2","5",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p16384-c8-rep3","client-streaming","synthetic","synthetic","bulk","20000","16384","8","0","0","0","0","500","","","0","0","0","0","0","0","0","12402.16941649541","193.78389713274078","1.612621093","204.407881","328.306626","391.63926","407.778738","0.07597280224011466","0.082618","1.6780607011961424","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.6","0.6","2","2","6","0.5","0.5","3","3","6",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p16384-c16-rep1","client-streaming","synthetic","synthetic","bulk","20000","16384","16","0","0","0","0","500","","","0","0","0","0","0","0","0","11649.66849653815","182.0260702584086","1.7167870490000001","132.675588","226.99326","278.395776","295.332161","0.08199416830841527","0.114477","1.566713400418339","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","6","0.5","0.5","2","2","6",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p16384-c16-rep2","client-streaming","synthetic","synthetic","bulk","20000","16384","16","0","0","0","0","500","","","0","0","0","0","0","0","0","11856.755391334407","185.2618029896001","1.686802109","90.385134","262.069697","292.814573","339.740968","0.0813129239461977","0.093353","1.279246883936137","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.6","0.6","2","2","6","0.6","0.6","2","2","6",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-stream-p16384-c16-rep3","client-streaming","synthetic","synthetic","bulk","20000","16384","16","0","0","0","0","500","","","0","0","0","0","0","0","0","11658.430095587684","182.16297024355757","1.715496841","258.995991","411.633938","475.507442","488.506803","0.08113917935896794","0.100084","1.8005583646793477","20000","327680000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","0.5","0.5","2","2","6","0.6","0.6","3","3","6",,,,,"0",,,,,"0",,,,,"0","True","",""
"single3-final-20260504-synthetic-clean-kafka-p256-c1","kafka","synthetic","synthetic","bulk","20000","256","1","0","0","0","0","500","","","0","0","0","0","0","0","0","24629.394633505883","6.013035799195772","0.812037823","96.598521","136.266724","151.314028","158.032145","0.03203489524476453","0.004502","0.9250876967453173","20000","5120000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","4.7","4.7","6","6","5","0.5","0.5","3","3","5",,,,,"0",,,,,"0","59.7","59.7","403","403","5","True","",""
"single3-final-20260504-synthetic-clean-kafka-p256-c4","kafka","synthetic","synthetic","bulk","20000","256","4","0","0","0","0","500","","","0","0","0","0","0","0","0","11953.691751982098","2.9183817753862544","1.6731232839999999","403.421661","688.369533","747.745768","798.709255","0.06137154922746747","0.004106","1.7776335335817968","20000","5120000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","9","9","7","7","5","0.7","0.7","2","2","5",,,,,"0",,,,,"0","52.1","52.1","411","411","5","True","",""
"single3-final-20260504-synthetic-clean-kafka-p256-c8","kafka","synthetic","synthetic","bulk","20000","256","8","0","0","0","0","500","","","0","0","0","0","0","0","0","15228.098980216013","3.7177976025918","1.313361571","404.230771","669.883683","709.436058","744.995429","0.04229535781789238","0.004903","1.3411167081759563","20000","5120000","0","0","1","0","0",,,,,,,,"0",,,,,,"0","9.6","9.6","9","9","5","0.5","0.5","3","3","5",,,,,"0",,,,,"0","63.4","63.4","409","409","5","True","",""
